Statistic Label,Quarter,Garda Region,Type of Offence,UNIT,VALUE
Recorded crime incidents,2023Q4,20 North Western Region,Offensive weapons offences (n.e.c.) (113),Number,81
Recorded crime incidents,2023Q4,20 North Western Region,Fireworks offences (114),Number,32
Recorded crime incidents,2023Q4,20 North Western Region,Damage to property and to the environment  offences (12),Number,876
Recorded crime incidents,2023Q4,20 North Western Region,Arson (1211),Number,76
Recorded crime incidents,2023Q4,20 North Western Region,Criminal damage (not arson) (1212),Number,791
Recorded crime incidents,2023Q4,20 North Western Region,Litter offences (1221),Number,9
Recorded crime incidents,2023Q4,20 North Western Region,Public order and other social code offences (13),Number,1378
Recorded crime incidents,2023Q4,20 North Western Region,Disorderly conduct (131),Number,1274
Recorded crime incidents,2023Q4,20 North Western Region,Trespass offences (132),Number,78
Recorded crime incidents,2023Q4,20 North Western Region,Liquor licensing offences (133),Number,7
Recorded crime incidents,2023Q4,20 North Western Region,Prostitution offences (134),Number,0
Recorded crime incidents,2023Q4,20 North Western Region,"Regulated betting/money, collection/trading offences (135)",Number,1
Recorded crime incidents,2023Q4,20 North Western Region,Social code offences (n.e.c.) (136),Number,18
Recorded crime incidents,2023Q4,20 North Western Region,Road and traffic offences (14),Number,1848
Recorded crime incidents,2023Q4,20 North Western Region,"Driving licence-failure to have, produce, etc. (1411)",Number,102
Recorded crime incidents,2023Q4,20 North Western Region,"Insurance-failure to have, produce, display, etc. (1412)",Number,351
Recorded crime incidents,2023Q4,20 North Western Region,Vehicle tax/registration offences (142),Number,404
Recorded crime incidents,2023Q4,20 North Western Region,Roadworthiness/regulatory offences (143),Number,73
Recorded crime incidents,2023Q4,20 North Western Region,Obstruction under Road Traffic Acts (1432),Number,7
Recorded crime incidents,2023Q4,20 North Western Region,Other road offences (1433),Number,885
Recorded crime incidents,2023Q4,20 North Western Region,Road transport - carriage of goods offences (1441),Number,7
Recorded crime incidents,2023Q4,20 North Western Region,Public service vehicle offences (1442),Number,19
Recorded crime incidents,2023Q4,20 North Western Region,Light rail offences (Luas) (1443),Number,0
Recorded crime incidents,2023Q4,20 North Western Region,"Offences against government, justice procedures and organisation of crime (15)",Number,387
Recorded crime incidents,2023Q4,20 North Western Region,Offences against government and its agents (151),Number,7
Recorded crime incidents,2023Q4,20 North Western Region,Organisation of crime and conspiracy to commit crime (152),Number,0
Recorded crime incidents,2023Q4,20 North Western Region,Perverting the course of justice (153),Number,1
Recorded crime incidents,2023Q4,20 North Western Region,"Offences while in custody, breach of court orders (157)",Number,379
Recorded crime incidents,2023Q4,20 North Western Region,Offences not elsewhere classified (16),Number,84
Recorded crime incidents,2023Q4,30 Eastern Region,Homicide & related offences (01),Number,2
Recorded crime incidents,2023Q4,30 Eastern Region,Murder (0111),Number,1
Recorded crime incidents,2023Q4,30 Eastern Region,Manslaughter (0112),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,Infanticide (0113),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,Dangerous driving leading to death (012),Number,1
Recorded crime incidents,2023Q4,30 Eastern Region,Sexual offences (02),Number,198
Recorded crime incidents,2023Q4,30 Eastern Region,Rape and sexual assault (021),Number,166
Recorded crime incidents,2023Q4,30 Eastern Region,Other sexual offences (022),Number,32
Recorded crime incidents,2023Q4,30 Eastern Region,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1328
Recorded crime incidents,2023Q4,30 Eastern Region,Murder-attempt (0311),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,Threat to kill or cause serious harm (0313),Number,117
Recorded crime incidents,2023Q4,30 Eastern Region,Harassment and related offences (033),Number,119
Recorded crime incidents,2023Q4,30 Eastern Region,"Assault causing harm, poisoning (034)",Number,309
Recorded crime incidents,2023Q4,30 Eastern Region,Other assault (035),Number,783
Recorded crime incidents,2023Q4,30 Eastern Region,Dangerous or negligent acts (04),Number,2498
Recorded crime incidents,2023Q4,30 Eastern Region,Dangerous driving causing serious bodily harm (0411),Number,1
Recorded crime incidents,2023Q4,30 Eastern Region,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",Number,556
Recorded crime incidents,2023Q4,30 Eastern Region,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,412
Recorded crime incidents,2023Q4,30 Eastern Region,Driving/in charge of a vehicle under the influence of drugs (0413),Number,144
Recorded crime incidents,2023Q4,30 Eastern Region,Dangerous/careless driving and motorway offences (0414),Number,335
Recorded crime incidents,2023Q4,30 Eastern Region,Speeding (0415),Number,1567
Recorded crime incidents,2023Q4,30 Eastern Region,Endangerment with potential for serious harm/death (0421),Number,7
Recorded crime incidents,2023Q4,30 Eastern Region,"Abandoning a child, child neglect and cruelty (0422)",Number,21
Recorded crime incidents,2023Q4,30 Eastern Region,Unseaworthy/dangerous use of boat or ship (0423),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,False alarm/interference with aircraft or air transport facilities (0424),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,Endangering traffic offences (0425),Number,11
Recorded crime incidents,2023Q4,30 Eastern Region,Kidnapping and related offences (05),Number,8
Recorded crime incidents,2023Q4,30 Eastern Region,False imprisonment (0511),Number,7
Recorded crime incidents,2023Q4,30 Eastern Region,Abduction of person under 16 years of age (0512),Number,1
Recorded crime incidents,2023Q4,30 Eastern Region,Human trafficking offences (0513),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,"Robbery, extortion and hijacking offences (06)",Number,106
Recorded crime incidents,2023Q4,30 Eastern Region,Robbery of an establishment or institution (0611),Number,19
Recorded crime incidents,2023Q4,30 Eastern Region,Robbery of cash or goods in transit (0612),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,Robbery from the person (0613),Number,36
Recorded crime incidents,2023Q4,30 Eastern Region,Blackmail or extortion (0621),Number,48
Recorded crime incidents,2023Q4,30 Eastern Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,3
Recorded crime incidents,2023Q4,30 Eastern Region,Burglary and related offences (07),Number,671
Recorded crime incidents,2023Q4,30 Eastern Region,Aggravated burglary (0711),Number,14
Recorded crime incidents,2023Q4,30 Eastern Region,Burglary (not aggravated) (0712),Number,650
Recorded crime incidents,2023Q4,30 Eastern Region,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,7
Recorded crime incidents,2023Q4,30 Eastern Region,Theft and related offences (08),Number,3625
Recorded crime incidents,2023Q4,30 Eastern Region,Theft/taking of vehicle and related offences (081),Number,293
Recorded crime incidents,2023Q4,30 Eastern Region,Theft from person (0821),Number,39
Recorded crime incidents,2023Q4,30 Eastern Region,Theft from shop (0822),Number,2008
Recorded crime incidents,2023Q4,30 Eastern Region,"Other thefts, handling stolen property (084)",Number,1285
Recorded crime incidents,2023Q4,30 Eastern Region,"Fraud, deception and related offences (09)",Number,
Recorded crime incidents,2023Q4,30 Eastern Region,Controlled drug offences (10),Number,924
Recorded crime incidents,2023Q4,30 Eastern Region,Importation of drugs (1011),Number,4
Recorded crime incidents,2023Q4,30 Eastern Region,Cultivation or manufacture of drugs (1012),Number,4
Recorded crime incidents,2023Q4,30 Eastern Region,Possession of drugs for sale or supply (1021),Number,233
Recorded crime incidents,2023Q4,30 Eastern Region,Possession of drugs for personal use (1022),Number,665
Recorded crime incidents,2023Q4,30 Eastern Region,Other drug offences (103),Number,18
Recorded crime incidents,2023Q4,30 Eastern Region,Weapons and explosives offences (11),Number,157
Recorded crime incidents,2023Q4,30 Eastern Region,"Explosives, chemical weapons offences (111)",Number,9
Recorded crime incidents,2023Q4,30 Eastern Region,Discharging a firearm (1121),Number,1
Recorded crime incidents,2023Q4,30 Eastern Region,Possession of a firearm (1122),Number,5
Recorded crime incidents,2023Q4,30 Eastern Region,Offensive weapons offences (n.e.c.) (113),Number,104
Recorded crime incidents,2023Q4,30 Eastern Region,Fireworks offences (114),Number,38
Recorded crime incidents,2023Q4,30 Eastern Region,Damage to property and to the environment  offences (12),Number,1140
Recorded crime incidents,2023Q4,30 Eastern Region,Arson (1211),Number,102
Recorded crime incidents,2023Q4,30 Eastern Region,Criminal damage (not arson) (1212),Number,1031
Recorded crime incidents,2023Q4,30 Eastern Region,Litter offences (1221),Number,7
Recorded crime incidents,2023Q4,30 Eastern Region,Public order and other social code offences (13),Number,1486
Recorded crime incidents,2023Q4,30 Eastern Region,Disorderly conduct (131),Number,1326
Recorded crime incidents,2023Q4,30 Eastern Region,Trespass offences (132),Number,111
Recorded crime incidents,2023Q4,30 Eastern Region,Liquor licensing offences (133),Number,7
Recorded crime incidents,2023Q4,30 Eastern Region,Prostitution offences (134),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,"Regulated betting/money, collection/trading offences (135)",Number,6
Recorded crime incidents,2023Q4,30 Eastern Region,Social code offences (n.e.c.) (136),Number,36
Recorded crime incidents,2023Q4,30 Eastern Region,Road and traffic offences (14),Number,2575
Recorded crime incidents,2023Q4,30 Eastern Region,"Driving licence-failure to have, produce, etc. (1411)",Number,216
Recorded crime incidents,2023Q4,30 Eastern Region,"Insurance-failure to have, produce, display, etc. (1412)",Number,512
Recorded crime incidents,2023Q4,30 Eastern Region,Vehicle tax/registration offences (142),Number,471
Recorded crime incidents,2023Q4,30 Eastern Region,Roadworthiness/regulatory offences (143),Number,54
Recorded crime incidents,2023Q4,30 Eastern Region,Obstruction under Road Traffic Acts (1432),Number,3
Recorded crime incidents,2023Q4,30 Eastern Region,Other road offences (1433),Number,1269
Recorded crime incidents,2023Q4,30 Eastern Region,Road transport - carriage of goods offences (1441),Number,14
Recorded crime incidents,2023Q4,30 Eastern Region,Public service vehicle offences (1442),Number,36
Recorded crime incidents,2023Q4,30 Eastern Region,Light rail offences (Luas) (1443),Number,0
Recorded crime incidents,2023Q4,30 Eastern Region,"Offences against government, justice procedures and organisation of crime (15)",Number,637
Recorded crime incidents,2023Q4,30 Eastern Region,Offences against government and its agents (151),Number,5
Recorded crime incidents,2023Q4,30 Eastern Region,Organisation of crime and conspiracy to commit crime (152),Number,1
Recorded crime incidents,2023Q4,30 Eastern Region,Perverting the course of justice (153),Number,2
Recorded crime incidents,2023Q4,30 Eastern Region,"Offences while in custody, breach of court orders (157)",Number,629
Recorded crime incidents,2023Q4,30 Eastern Region,Offences not elsewhere classified (16),Number,108
Recorded crime incidents,2023Q4,40 Southern Region,Homicide & related offences (01),Number,10
Recorded crime incidents,2023Q4,40 Southern Region,Murder (0111),Number,5
Recorded crime incidents,2023Q4,40 Southern Region,Manslaughter (0112),Number,0
Recorded crime incidents,2023Q4,40 Southern Region,Infanticide (0113),Number,0
Recorded crime incidents,2023Q4,40 Southern Region,Dangerous driving leading to death (012),Number,5
Recorded crime incidents,2023Q4,40 Southern Region,Sexual offences (02),Number,174
Recorded crime incidents,2023Q4,40 Southern Region,Rape and sexual assault (021),Number,150
Recorded crime incidents,2023Q4,40 Southern Region,Other sexual offences (022),Number,24
Recorded crime incidents,2023Q4,40 Southern Region,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1414
Recorded crime incidents,2023Q4,40 Southern Region,Murder-attempt (0311),Number,0
Recorded crime incidents,2023Q4,40 Southern Region,Threat to kill or cause serious harm (0313),Number,83
Recorded crime incidents,2023Q4,40 Southern Region,Harassment and related offences (033),Number,149
Recorded crime incidents,2023Q4,40 Southern Region,"Assault causing harm, poisoning (034)",Number,295
Recorded crime incidents,2023Q4,40 Southern Region,Other assault (035),Number,887
Recorded crime incidents,2023Q4,40 Southern Region,Dangerous or negligent acts (04),Number,2341
Recorded crime incidents,2023Q4,40 Southern Region,Dangerous driving causing serious bodily harm (0411),Number,5
Recorded crime incidents,2023Q4,40 Southern Region,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",Number,384
Recorded crime incidents,2023Q4,40 Southern Region,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,294
